d,reservas_musd,EMAE,IPC_VAR,Base_Monetaria,saldo comercial,Precio_Maiz,Precio_Trigo,Precio_Soja,Brecha_Usd,Tasa_Badlar,riesgo_pais,Tasa de interes Internacional,VIX,reservas_lag1,EMAE_lag1,target_reservas_next_month,cepo,cosecha_gruesa,sequia,anio_electoral,cosecha_efectiva,desembolso_fmi,trimestre,es_diciembre,brecha_promedio_3m
2007-05-31,39666.428571428565,127.20731035880002,0.004,80991.71428571429,1313.73,164.114103726708,178.006363333333,283.206243170455,0.0129870129870131,7.6517857142857135,277.43,4.99,16.92,37761.72222222222,125.35577094402838,41973.65,0,1,0,1,1,0,2,0,0.0064899814664926
2007-06-30,41973.65,128.4423152280783,0.004,83628.35,942.15,171.113943392857,206.516903650794,302.8293275,0.0129870129870131,7.903125,290.48,5.24,15.33,39666.428571428565,127.20731035880002,43891.95238095238,0,1,0,1,1,0,2,0,0.011894254612701266
2007-07-31,43891.95238095238,127.82559288847624,0.005,87787.42857142857,488.44,180.283263655462,222.001734603175,313.476252,0.0032154340836012,8.607142857142858,353.59,5.25,13.35,41973.65,128.4423152280783,43707.77272727273,0,1,0,1,1,0,3,0,0.009729820019209133
2007-08-31,43707.77272727273,128.75256121501766,0.006,88220.77272727272,315.24,206.558804323308,240.686992173913,309.00652923913,-0.0126984126984127,10.5,460.91,5.25,12.18,43891.95238095238,127.82559288847624,42913.5,0,0,0,1,0,0,3,0,0.0011680114574005342
2007-09-30,42913.5,129.6010244292721,0.008,87983.35,864.75,220.047597744361,297.952459122807,347.561559118421,-0.0158730158730158,12.8625,427.0,5.25,11.31,43707.77272727273,128.75256121501766,42734.545454545456,0,0,0,1,0,0,3,0,-0.0084519981626091
2007-10-31,42734.545454545456,131.20896606404193,0.007,88091.0,1180.3,233.925929285714,303.630490724638,358.402842456522,-0.0031645569620254,12.56534090909091,371.74,5.25,10.82,42913.5,129.6010244292721,43879.428571428565,0,0,0,1,0,0,4,0,-0.010578661844484633
2007-11-30,43879.428571428565,132.6425972887493,0.009,89545.71428571429,1039.71,246.6418625,286.495618095238,389.01517525,0.0222929936305731,13.72916666666667,398.68,5.24,10.96,42734.545454545456,131.20896606404193,45678.944444444445,0,0,0,1,0,0,4,0,0.001085140265177301
2007-12-31,45678.944444444445,134.19567777159722,0.009,96256.55555555556,1905.32,243.531773571429,339.225695925926,423.0807406875,0.019108280254777,13.53819444444444,394.25,5.25,11.04,43879.428571428565,132.6425972887493,46959.77272727273,0,0,0,1,0,0,4,1,0.0127455723077749
2008-01-31,46959.77272727273,135.21960828558804,0.009,97527.45454545454,1339.8,287.132070892857,336.117065079365,461.71521025,0.019108280254777,10.23579545454546,444.83,5.26,11.16,45678.944444444445,134.19567777159722,48457.33333333334,0,0,0,0,0,0,1,0,0.020169851380042368
2008-02-29,48457.33333333334,133.56897483677824,0.005,95353.85714285712,1015.88,267.141454081633,393.873734833333,508.2158935875,0.0031645569620253,8.324404761904761,477.05,5.26,15.16,46959.77272727273,135.21960828558804,50024.5,0,0,0,0,0,0,1,0,0.013793705823859767
2008-03-31,50024.5,133.27026073666454,0.011,97890.5,827.45,235.159466666667,403.812896666667,495.69088485,0.0,8.5,528.9,5.25,12.93,48457.33333333334,133.56897483677824,50335.14285714286,0,0,0,0,0,0,1,0,0.007424279072267433
2008-04-30,50335.14285714286,135.91686051611396,0.008,97946.76190476192,916.08,233.945613392857,326.851616666667,482.791340897727,0.0,8.714285714285714,555.59,5.25,13.3,50024.5,133.27026073666454,49386.90476190476,0,1,0,0,1,0,2,0,0.0010548523206751
2008-05-31,49386.90476190476,134.876762639553,0.006,98754.19047619047,1039.82,183.024702891156,288.420286349206,489.08926675,0.0095238095238097,13.22023809523809,553.05,5.25,14.95,50335.14285714286,135.91686051611396,47930.15,0,1,0,0,1,0,2,0,0.003174603174603233
2008-06-30,47930.15,133.28772309156847,0.006,100590.1,211.04,164.304400210084,314.15835,552.47214925,0.0460526315789473,17.40625,561.76,5.26,17.27,49386.90476190476,134.876762639553,47603.72727272727,0,1,0,0,1,0,2,0,0.018525480367585667
2008-07-31,47603.72727272727,135.2289086201404,0.004,100624.9545454545,963.69,158.909796964286,299.42748,554.149276465909,0.0562913907284767,14.64772727272727,626.39,5.02,25.03,47930.15,133.28772309156847,47324.2,0,1,0,0,1,0,3,0,0.0372892772770779
2008-08-31,47324.2,135.60385009796008,0.005,100632.05,2207.95,173.295129931973,304.164072666667,471.06735675,0.0693069306930693,12.259375,668.43,4.94,22.2,47603.72727272727,135.2289086201404,47070.40909090909,0,0,0,0,0,0,3,0,0.057216984333497777
2008-09-30,47070.40909090909,135.91178172989615,0.005,101755.1818181818,1607.83,163.399960515873,263.049659365079,433.383193,0.0324675324675325,12.1875,792.91,4.76,19.12,47324.2,135.60385009796008,46575.36363636364,0,0,0,0,0,0,3,0,0.05268861796302617
2008-10-31,46575.36363636364,132.4718605058797,0.004,102394.4090909091,932.23,164.577030357143,202.774935,338.78490176087,-0.0493827160493827,16.72443181818182,1487.91,4.49,25.58,47070.40909090909,135.91178172989615,45715.105263157886,0,0,0,0,0,0,4,0,0.0174639157037397
2008-11-30,45715.105263157886,130.36989846699856,0.003,100934.0526315789,720.63,168.795905442177,194.114629607843,329.136527447368,-0.0780780780780781,21.21710526315789,1785.05,4.24,21.65,46575.36363636364,132.4718605058797,46212.09523809524,0,0,0,0,0,0,4,0,-0.031664420553309425
2008-12-31,46212.09523809524,125.15387734882874,0.003,105957.1904761905,773.97,180.070212142857,188.84494968254,318.814228806818,-0.1023391812865497,19.07440476190476,1828.77,3.94,25.82,45715.105263157886,130.36989846699856,46806.428571428565,0,0,0,0,0,0,4,1,-0.07659999180467016
2009-01-31,46806.428571428565,124.325138730943,0.005,104670.2857142857,954.66,179.393794642857,211.276083333333,364.7179662,-0.0809248554913294,15.59821428571429,1572.57,2.98,25.46,46212.09523809524,125.15387734882874,47055.25,0,0,1,0,0,0,1,0,-0.08711403828531905
2009-02-28,47055.25,126.26596167819746,0.004,102727.3,1281.49,151.800255357143,195.224902631579,341.271617842105,-0.0398860398860397,11.975,1644.65,2.61,27.1,46806.428571428565,124.325138730943,46923.95238095238,0,0,1,0,0,0,1,0,-0.07438335888797293
2009-03-31,46923.95238095238,123.55556519014584,0.006,101454.9523809524,1375.35,152.036294217687,199.100568333333,333.657848522727,-0.0712328767123287,12.25595238095238,1862.95,2.28,21.56,47055.25,126.26596167819746,46295.84210526316,0,0,1,0,0,0,1,0,-0.06401459069656591
2009-04-30,46295.84210526316,121.6552304555005,0.003,99493.94736842104,2275.68,150.592793027211,200.887646666667,374.46641975,-0.05420054200542,12.753289473684212,1786.38,1.98,18.3,46923.95238095238,123.55556519014584,46569.57894736842,0,1,1,0,0,0,2,0,-0.055106486201262794
2009-05-31,46569.57894736842,121.02992803885412,0.003,101066.31578947368,2543.36,167.279121428571,227.186091,422.3550526125,-0.0510752688172043,12.815789473684212,1452.76,2.0,22.11,46295.84210526316,121.6552304555005,46385.0,0,1,1,0,0,0,2,0,-0.058836229178317656
2009-06-30,46385.0,122.52579494473768,0.004,103686.4761904762,1592.37,171.686854511278,227.314693833333,445.108171295455,-0.0530503978779841,12.94047619047619,1138.68,2.01,24.32,46569.57894736842,121.02992803885412,46021.28571428572,0,1,1,0,0,0,2,0,-0.05277540290020279
2009-07-31,46021.28571428572,124.67858002749536,0.006,105714.0476190476,1335.8,164.612819642857,195.325991666667,398.088761556818,-0.0183727034120734,13.03869047619048,1038.96,2.0,20.7,46385.0,122.52579494473768,44755.25,0,1,1,0,0,0,3,0,-0.04083279003575393
2009-08-31,44755.25,126.74999851152806,0.008,105762.75,1096.72,167.335630827068,179.554051111111,408.957381,-0.0260416666666666,12.728125,900.33,1.81,30.24,46021.28571428572,124.67858002749536,45193.68181818182,0,0,1,0,0,0,3,0,-0.03248825598557469
2009-09-30,45193.68181818182,128.1638182641213,0.007,106275.9090909091,864.81,161.906961278195,156.930450634921,349.05202725,-0.0208333333333333,12.23011363636364,825.55,0.97,61.18,44755.25,126.74999851152806,45759.90476190476,0,0,1,0,0,0,3,0,-0.02174923447069109
2009-10-31,45759.90476190476,129.28751506262597,0.008,107330.9523809524,1151.49,158.927769409938,163.726438333333,354.864809011364,0.0,11.78869047619048,705.95,0.39,62.67,45193.68181818182,128.1638182641213,46824.1,0,0,1,0,0,0,4,0,-0.015624999999999958
2009-11-30,46824.1,129.85252944144216,0.008,109612.8,1221.2,157.266642687075,177.607281403509,370.7071893,0.0131233595800523,10.665625,724.14,0.16,52.41,45759.90476190476,129.28751506262597,47719.85714285714,0,0,1,0,0,0,4,0,-0.0025699912510936574
2009-12-31,47719.85714285714,128.04180051041655,0.009,118865.0,1192.9,163.240300535714,171.155498730159,379.299369511364,0.0131233595800523,9.81547619047619,720.05,0.15,44.68,46824.1,129.85252944144216,48134.7,0,0,1,0,0,0,4,1,0.008748906386701543
2010-01-31,48134.7,131.7931623418409,0.01,121585.05,1198.97,152.873933928571,167.821862807018,358.966610210526,0.0157894736842105,9.8625,711.68,0.22,45.57,47719.85714285714,128.04180051041655,47962.45,0,0,0,0,0,0,1,0,0.014012064281438377
2010-02-28,47962.45,133.30351287180787,0.012,119394.4,503.88,163.921745578231,160.16156037037,344.660740697368,-0.0025974025974027,9.5375,790.55,0.18,44.8,48134.7,131.7931623418409,47676.59090909091,0,0,0,0,0,0,1,0,0.00877181022228671
2010-03-31,47676.59090909091,134.16615388360353,0.011,120282.3636363636,284.64,175.600130357143,156.464117971015,348.949327467391,-0.0103626943005181,9.43181818181818,704.26,0.15,38.06,47962.45,133.30351287180787,47608.65,0,0,0,0,0,0,1,0,0.0009431255954299086
2010-04-30,47608.65,137.0421837976742,0.008,120275.55,2107.02,205.839520408163,156.825468730159,357.63868,-0.0180412371134019,9.253125,629.9,0.18,31.98,47676.59090909091,134.16615388360353,48422.68421052631,0,1,0,0,1,0,2,0,-0.010333778003774224
2010-05-31,48422.68421052631,139.27253388300474,0.007,123656.6315789474,1927.44,235.703122959184,158.328459666667,349.0513711125,-0.0128205128205127,9.37828947368421,768.14,0.21,29.14,47608.65,137.0421837976742,49189.52380952381,0,1,0,0,1,0,2,0,-0.013741481411477558
2010-06-30,49189.52380952381,140.60737374745636,0.007,126897.23809523812,1218.24,238.23674875,149.21269,348.5139945,-0.010178117048346,10.14285714285714,803.27,0.16,26.16,48422.68421052631,139.27253388300474,50479.14285714286,0,1,0,0,1,0,2,0,-0.013679955660753524
2010-07-31,50479.14285714286,139.45134449066367,0.008,133899.1904761905,693.3,250.62555085034,182.738502222222,370.97576825,-0.0025445292620865,10.30654761904762,751.32,0.16,25.34,49189.52380952381,140.60737374745636,50193.66666666666,0,1,0,0,1,0,3,0,-0.008514386376981724
2010-08-31,50193.66666666666,139.97586171199134,0.007,135670.9523809524,1027.51,265.285523979592,219.877441666667,379.462210909091,-0.0101522842639594,10.46428571428571,698.77,0.15,24.93,50479.14285714286,139.45134449066367,50928.045454545456,0,0,0,0,0,0,3,0,-0.007624976858130624
2010-09-30,50928.045454545456,139.2433395519917,0.007,137986.1363636364,1038.04,293.396796992481,240.432182833333,390.23121675,-0.010126582278481,10.55113636363636,687.64,0.12,24.25,50193.66666666666,139.97586171199134,51608.57894736842,0,0,0,0,0,0,3,0,-0.007607798601508957
2010-10-31,51608.57894736842,139.9964609616523,0.008,142075.1052631579,947.73,290.43472173913,234.599563174603,427.17613225,0.0,10.69736842105263,601.33,0.12,23.79,50928.045454545456,139.2433395519917,52216.66666666666,0,0,0,0,0,0,4,0,-0.006759622180813459
2010-11-30,52216.66666666666,142.18089100463837,0.007,145338.0476190476,339.83,318.938776020408,241.840133333333,459.961136,0.0100755667506295,10.8125,531.36,0.12,21.24,51608.57894736842,139.9964609616523,52137.9,0,0,0,0,0,0,4,0,-1.700517595049078e-05
2010-12-31,52137.9,141.60089034554477,0.008,155886.2,95.28,308.575221428571,274.456818166667,483.755863022727,0.0075376884422109,11.11875,506.96,0.11,20.64,52216.66666666666,142.18089100463837,52374.52380952381,0,0,0,0,0,0,4,1,0.005871085064280143
2011-01-31,52374.52380952381,145.58908301483615,0.007,162963.0,295.92,310.536474285714,295.988606833333,511.104867,0.0075376884422109,11.08928571428571,483.62,0.13,22.54,52137.9,141.60089034554477,52434.45,0,0,0,1,0,0,1,0,0.008383647878350442
2011-02-28,52434.45,143.78904769077258,0.007,162469.7,633.73,300.832209464286,317.600651403509,512.052467684211,-0.0024875621890546,11.071875,541.3,0.16,17.77,52374.52380952381,145.58908301483615,52189.89473684211,0,0,0,1,0,0,1,0,0.0041959382317890755
2011-03-31,52189.89473684211,144.64957281366986,0.008,164307.6315789474,456.51,310.307111645963,285.375811111111,498.739813173913,-0.004950495049505,11.16118421052632,566.13,0.2,17.42,52434.45,143.78904769077258,51641.57894736842,0,0,0,1,0,0,1,0,3.321040121710897e-05
2011-04-30,51641.57894736842,144.93652854787027,0.008,167793.1578947369,1509.97,296.299496428571,307.254408421053,501.468831675,-0.0073891625615761,11.17763157894737,533.05,0.2,31.93,52189.89473684211,144.64957281366986,51982.90476190476,0,1,0,1,1,0,2,0,-0.004942406600045224
2011-05-31,51982.90476190476,147.3803612115784,0.007,171579.3333333333,1443.04,274.846376020408,307.19455031746,498.76510775,-0.0049019607843138,11.22619047619048,581.45,0.18,29.92,51641.57894736842,144.93652854787027,52079.66666666666,0,1,0,1,1,0,2,0,-0.005747206131798291
2011-06-30,52079.66666666666,146.95904758397884,0.007,176953.6190476191,1112.43,274.278348928571,285.29787,499.772775886364,0.0097799511002445,11.27678571428571,604.68,0.18,25.57,51982.90476190476,147.3803612115784,51850.47619047619,0,1,0,1,1,0,2,0,-0.0008370574152151237
2011-07-31,51850.47619047619,147.34201577959055,0.008,186289.1904761905,367.06,258.51794047619,271.462209333333,501.82708275,0.0024213075060532,11.63095238095238,593.19,0.19,24.75,52079.66666666666,146.95904758397884,50465.40909090909,0,1,0,1,1,0,3,0,0.0024330992739946427
2011-08-31,50465.40909090909,147.01855193189326,0.008,189070.4090909091,657.4,272.920145535714,288.688308333333,501.423700826087,-0.0047961630695442,12.36363636363636,719.04,0.19,22.52,51850.47619047619,147.34201577959055,49380.63636363636,0,0,0,1,0,0,3,0,0.002468365178917843
2011-09-30,49380.63636363636,148.34562559037465,0.008,190643.9090909091,829.68,279.514321428571,272.340557936508,490.90895475,0.0023809523809523,13.0625,873.5,0.19,20.37,50465.40909090909,147.01855193189326,48001.35,0,0,0,1,0,0,3,0,2.032272487109601e-06
2011-10-31,48001.35,147.3207526371096,0.006,191981.8,1132.4,280.715051964286,251.589134761905,446.016027,0.0213270142180095,17.64375,907.57,0.19,20.1,49380.63636363636,148.34562559037465,46492.71428571428,1,0,0,1,0,0,4,0,0.006303934509805876
2011-11-30,46492.71428571428,147.2196165764839,0.006,196006.57142857136,263.41,274.219296607143,244.53785015873,428.8252245,0.0046948356807512,19.94047619047619,895.59,0.18,17.57,48001.35,147.3207526371096,45914.73684210526,1,0,0,1,0,0,4,0,0.009467600759904342
2011-12-31,45914.73684210526,147.66707177952043,0.008,210825.7894736842,318.86,268.884903571429,236.0596865,420.04610475,0.0023310023310023,18.766447368421048,926.45,0.17,17.32,46492.71428571428,147.2196165764839,46557.428571428565,1,0,0,1,0,0,4,1,0.009450950743254343
2012-01-31,46557.428571428565,147.82991575104896,0.009,220489.6666666667,35.53,267.328921768707,243.702369166667,441.7327614,0.0092592592592593,15.93452380952381,856.27,0.16,17.43,45914.73684210526,147.66707177952043,46795.66666666666,1,0,0,0,0,0,1,0,0.005428365757004276
2012-02-29,46795.66666666666,144.76775741913255,0.007,208812.4444444444,1279.54,332.99885255102,245.9804765,461.55598755,0.0183908045977012,14.201388888888888,821.76,0.14,20.72,46557.428571428565,147.82991575104896,47177.77272727273,1,0,0,0,0,0,1,0,0.009993688729320943
2012-03-31,47177.77272727273,145.5621051082838,0.009,216259.7272727273,1053.46,332.233495341615,243.493598333333,496.290475227273,0.0183486238532111,12.87784090909091,823.23,0.1,16.24,46795.66666666666,144.76775741913255,47468.23529411765,1,0,0,0,0,0,1,0,0.015332895903390542
2012-04-30,47468.23529411765,141.75730453321538,0.008,220425.705882353,1945.14,320.705905639098,228.086310833333,529.42160145,0.0704545454545453,12.180147058823533,967.05,0.09,16.91,47177.77272727273,145.5621051082838,47407.28571428572,1,1,0,0,1,0,2,0,0.035731324635152543
2012-05-31,47407.28571428572,140.21291861325938,0.008,223677.6190476191,1093.73,321.382417321428,228.87964,520.925455909091,0.0651685393258427,11.696428571428568,1093.09,0.09,19.15,47468.23529411765,141.75730453321538,46600.7,1,1,0,0,1,0,2,0,0.05132390287786637
2012-06-30,46600.7,140.7631759100937,0.007,236778.45,788.67,321.596870488722,241.965793492064,522.3291925,0.0622222222222221,12.121875,1128.62,0.07,19.23,47407.28571428572,140.21291861325938,46650.04761904762,1,1,0,0,1,0,2,0,0.0659484356675367
2012-07-31,46650.04761904762,144.90553597305407,0.008,252155.7142857143,1310.24,308.75040056391,310.746438095238,609.4467555,0.0483516483516484,13.196428571428568,1089.64,0.1,35.03,46600.7,140.7631759100937,45256.63636363636,1,1,0,0,1,0,3,0,0.058580803299904415
2012-08-31,45256.63636363636,145.0016877578767,0.009,258124.3636363636,1174.67,303.36021122449,315.548219130435,622.913549771739,0.0347071583514098,13.94602272727273,1039.09,0.08,36.53,46650.04761904762,144.90553597305407,45228.0,1,0,0,0,0,0,3,0,0.04842700964176011
2012-09-30,45228.0,146.2272811486395,0.009,261892.6842105263,948.5,302.61034047619,316.653051578947,615.18139725,0.0642398286937901,14.2796052631579,923.3,0.07,32.83,45256.63636363636,145.0016877578767,45062.22727272727,1,0,0,0,0,0,3,0,0.04909954513228278
2012-10-31,45062.22727272727,147.1190327347634,0.008,265125.8636363636,632.6,309.579205075188,318.407834927536,565.525481804348,0.1585623678646934,14.92897727272727,892.52,0.08,31.94,45228.0,146.2272811486395,45314.9,1,0,0,0,0,0,4,0,0.08583645163663112
2012-11-30,45314.9,146.97150379867185,0.009,271626.2,869.96,279.764846428571,319.459936190476,533.028608,0.2395833333333334,15.28125,1195.45,0.07,25.05,45062.22727272727,147.1190327347634,44273.05263157896,1,0,0,0,0,0,4,0,0.15412850996393898
2012-12-31,44273.05263157896,149.05235451208603,0.01,293100.8421052631,876.14,295.368975,303.038556140351,534.7907746125,0.2827868852459016,15.38815789473684,1036.95,0.08,20.23,45314.9,146.97150379867185,42954.71428571428,1,0,0,0,0,0,4,1,0.22697752881464284
2013-01-31,42954.71428571428,145.82482167928288,0.011,298198.8571428572,24.81,297.111913214286,288.210322539683,526.047305,0.2747474747474745,15.139880952380953,1058.23,0.1,18.42,44273.05263157896,149.05235451208603,42152.88235294117,1,0,0,0,0,0,1,0,0.2657058977755699
2013-02-28,42152.88235294117,148.51076874974044,0.005,292117.7647058823,-268.88,279.013271428571,271.678588703704,536.375830144737,0.2634730538922156,14.76470588235294,1113.65,0.13,16.17,42954.71428571428,145.82482167928288,41230.21052631579,1,0,0,0,0,0,1,0,0.27366913796186393
2013-03-31,41230.21052631579,148.55531684173067,0.007,296306.9473684212,540.77,234.938766071429,263.341859,536.081397075,0.2322834645669291,14.851973684210527,1206.75,0.14,17.82,42152.88235294117,148.51076874974044,40035.45,1,0,0,0,0,0,1,0,0.2568346644022064
2013-04-30,40035.45,148.53261101268492,0.007,297258.15,701.93,207.490173392857,264.170261666667,517.789715147727,0.2286821705426356,15.13125,1222.95,0.16,21.0,41230.21052631579,148.55531684173067,38977.045454545456,1,1,0,0,1,0,2,0,0.24147956300059348
2013-05-31,38977.045454545456,148.20151517208623,0.007,301077.1363636364,1365.16,201.779992857143,276.045146666667,542.199223125,0.2347328244274808,15.79829545454546,1172.87,0.16,21.13,40035.45,148.53261101268492,38264.944444444445,1,1,0,0,1,0,2,0,0.23189948651234857
2013-06-30,38264.944444444445,148.9897782421261,0.008,311360.6666666667,840.59,199.182444172932,266.850879166667,560.1577065,0.3339587242026267,16.57291666666667,1203.85,0.16,17.57,38977.045454545456,148.20151517208623,37301.63636363636,1,1,0,0,1,0,2,0,0.26579123972424773
2013-07-31,37301.63636363636,148.17129339454604,0.009,323030.8636363636,-57.5,197.553448639456,257.472893333333,548.349617454545,0.4172794117647058,17.28409090909091,1140.83,0.13,15.69,38264.944444444445,148.9897782421261,36993.80952380953,1,1,0,0,1,0,3,0,0.3286569867982711
2013-08-31,36993.80952380953,150.2104583901368,0.008,326941.09523809527,125.64,198.771988605442,258.925938333333,498.048327238636,0.4444444444444444,17.72321428571428,1067.55,0.14,15.28,37301.63636363636,148.17129339454604,35641.28571428572,1,0,0,0,0,0,3,0,0.398560860137259
2013-09-30,35641.28571428572,150.2899529658492,0.008,329909.8095238096,515.88,209.356019548872,257.499616,503.2371222375,0.5209059233449477,18.110119047619047,1068.67,0.16,16.28,36993.80952380953,150.2104583901368,34221.22727272727,1,0,0,0,0,0,3,0,0.46087659318469926
2013-10-31,34221.22727272727,149.08002028520949,0.009,334633.8181818182,-803.98,222.392917176871,278.149556666667,472.827516913043,0.577777777777778,18.80681818181818,926.48,0.16,16.7,35641.28571428572,150.2899529658492,32206.89473684211,1,0,0,0,0,0,4,0,0.51437604852239
2013-11-30,32206.89473684211,148.2515919746169,0.009,338016.7368421053,-1002.08,222.430410714286,259.777723333333,476.6622412125,0.394342762063228,19.09539473684211,818.67,0.16,17.31,34221.22727272727,149.08002028520949,30589.15789473684,1,0,0,0,0,0,4,0,0.4976754877286513
2013-12-31,30589.15789473684,147.40918128807644,0.014,361409.6842105263,-461.15,216.975101020408,246.112578730159,488.66933875,0.3417721518987342,20.24013157894737,803.67,0.14,13.51,32206.89473684211,148.2515919746169,29507.54545454546,1,0,0,0,0,0,4,1,0.4379642305799134
2014-01-31,29507.54545454546,145.65897951129102,0.036,367683.9545454545,-1374.0,202.633822959184,229.980359365079,476.1021185,0.267605633802817,21.92897727272727,932.0,0.15,14.07,30589.15789473684,147.40918128807644,27666.05,1,0,0,0,0,0,1,0,0.33457351592159307
2014-02-28,27666.05,146.8649742224261,0.034,346347.45,-889.0,182.29451625,242.798281578947,496.798997486842,0.1895674300254452,25.621875,969.85,0.14,13.03,29507.54545454546,145.65897951129102,27310.55555555555,1,0,0,0,0,0,1,0,0.26631507190899883
2014-03-31,27310.55555555555,145.52979058079464,0.026,351947.33333333326,-477.0,176.482080612245,275.612493968254,522.00112375,0.2295081967213115,26.23611111111111,879.95,0.15,13.97,27666.05,146.8649742224261,27686.05263157895,1,0,0,0,0,0,1,0,0.2288937535165246
2014-04-30,27686.05263157895,144.92218062730836,0.018,353400.4210526316,823.0,163.134381292517,276.382361269841,547.18805525,0.23625,26.28289473684211,787.67,0.11,13.49,27310.55555555555,145.52979058079464,28403.7,1,1,0,0,1,0,2,0,0.21844187558225228
2014-05-31,28403.7,145.18443319454315,0.014,353714.55,1402.0,163.378089285714,287.912873809524,546.03325325,0.1977611940298509,24.684375,799.55,0.09,17.27,27686.05263157895,144.92218062730836,28862.25,1,1,0,0,1,0,2,0,0.2211731302503875
2014-06-30,28862.25,144.5455264588566,0.013,367175.75,1356.0,178.708535084034,261.649900634921,528.00259475,0.3288177339901479,23.08125,763.0,0.09,13.97,28403.7,145.18443319454315,29480.40909090909,1,1,0,0,1,0,2,0,0.2542763093399996
2014-07-31,29480.40909090909,144.0343855291375,0.014,383292.3636363636,272.0,178.712946088435,238.549905,463.233671488636,0.495098039215686,22.01420454545455,652.3,0.08,14.21,28862.25,144.5455264588566,28856.2,1,1,0,0,1,0,3,0,0.34055898907856164
2014-08-31,28856.2,143.57128216446714,0.013,390848.35,776.0,174.794871428571,229.158001111111,432.98513625,0.330528846153846,21.19375,760.76,0.08,14.69,29480.40909090909,144.0343855291375,28290.68181818182,1,0,0,0,0,0,3,0,0.3848148731198933
2014-09-30,28290.68181818182,143.58020122808398,0.014,395684.8636363636,41.0,173.758865789474,211.171101428571,368.84988275,0.2541567695961997,20.30397727272727,722.77,0.09,15.41,28856.2,143.57128216446714,27586.36363636364,1,0,0,0,0,0,3,0,0.35992788498857725
2014-10-31,27586.36363636364,143.83842506003947,0.012,400749.68181818177,300.0,174.293821428571,210.724928333333,354.440913065217,0.3266509433962263,20.00852272727273,759.83,0.08,12.92,28290.68181818182,143.58020122808398,28497.888888888887,1,0,0,0,0,0,4,0,0.30377885304875735
2014-11-30,28497.888888888887,144.78065786134843,0.011,408524.2222222221,238.0,172.151577040816,215.987918235294,379.344859618421,0.4042303172737955,19.80208333333333,674.4,0.09,14.19,27586.36363636364,143.83842506003947,30119.36842105263,1,0,0,0,0,0,4,0,0.32834601008874054
2014-12-31,30119.36842105263,144.74098224833727,0.01,442969.6842105263,202.0,166.350389464286,234.858836666667,378.781617375,0.4350877192982454,20.00986842105263,745.32,0.07,14.24,28497.888888888887,144.78065786134843,31272.04761904761,1,0,0,0,0,0,4,1,0.3886563266560891
2015-01-31,31272.04761904761,144.09596572810216,0.011,453011.4285714286,-567.0,166.813860714286,213.0214075,367.49211555,0.5348837209302326,20.23214285714286,731.67,0.07,15.47,30119.36842105263,144.74098224833727,31342.94444444445,1,0,0,1,0,0,1,0,0.45806725250075786
2015-02-28,31342.94444444445,147.82319749145358,0.009,450330.8888888889,-213.0,179.608530357143,201.74206877193,364.739238868421,0.663981588032221,20.66319444444444,685.15,0.08,14.84,31272.04761904761,144.09596572810216,31431.2,1,0,0,1,0,0,1,0,0.544651009420233
2015-03-31,31431.2,147.59503720802002,0.013,453198.1,-678.0,162.74069914966,202.691426666667,359.595560386364,0.7255125284738042,20.903125,593.14,0.09,14.2,31342.94444444445,147.82319749145358,31998.8,1,0,0,1,0,0,1,0,0.6414592791454193
2015-04-30,31998.8,149.7335539632644,0.011,456458.65,222.0,166.077623979592,195.931228253968,356.92567725,0.5636978579481396,20.815625,604.36,0.09,12.48,31431.2,147.59503720802002,33805.73684210526,1,1,0,1,1,0,2,0,0.6510639914847216
2015-05-31,33805.73684210526,150.01705953183628,0.01,468573.1052631579,203.0,171.448573214286,193.216571166667,351.94953045,0.4614525139664806,20.25986842105263,595.24,0.1,11.54,31998.8,149.7335539632644,33676.40909090909,1,1,0,1,1,0,2,0,0.5835543001294748
2015-06-30,33676.40909090909,150.99375249145584,0.01,487909.9545454545,339.0,166.09242406015,199.835441666667,354.823054806818,0.5088495575221241,20.47727272727273,593.23,0.09,12.3,33805.73684210526,150.01705953183628,33875.0,1,1,0,1,1,0,2,0,0.5113333098122482
2015-07-31,33875.0,150.63638216778267,0.013,517334.8636363636,-232.0,164.004401785714,199.21748,372.347294454545,0.4518599562363236,20.74431818181818,603.78,0.09,13.49,33676.40909090909,150.99375249145584,33712.95,1,1,0,1,1,0,3,0,0.47405400924164276
2015-08-31,33712.95,150.3068395130391,0.012,527233.85,-469.0,161.098876879699,173.517591587302,347.02237525,0.3917748917748917,20.978125,589.95,0.09,13.47,33875.0,150.63638216778267,33433.09090909091,1,0,0,1,0,0,3,0,0.4508281351777798
2015-09-30,33433.09090909091,148.9139295089438,0.012,532933.4090909091,-325.0,159.716845357143,164.06922015873,323.554524,0.3482905982905983,21.18465909090909,561.41,0.09,18.06,33712.95,150.3068395130391,27916.90476190476,1,0,0,1,0,0,3,0,0.39730848210060454
2015-10-31,27916.90476190476,149.21141441228775,0.011,544292.7142857143,-25.0,159.226532142857,165.451481904762,327.419770363636,0.3308746048472075,21.60119047619047,555.82,0.09,13.41,33433.09090909091,148.9139295089438,26175.05263157895,1,0,0,1,0,0,4,0,0.3569800316375658
